Division,Season,Crop,Variety,pH,Soil Type
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,Shakti,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,Shakti,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Paddy,CTH-1 (Mukti),4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Paddy,CTH-1 (Mukti),4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Brinjal,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Brinjal,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Chilli,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Chilli,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Watermelon,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Watermelon,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
